CHR	START	END	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	SYMBOL	location
chr1	19689953	19690584	14.1793706516798	-7.21446308979405	4.21015541033662	-1.71358593368819	NA	NA	HTR6	Intron
chr1	20043787	20044231	33.7099290082491	-2.1386414155513	3.54212526908989	-0.603773512533283	0.545994231830552	0.881917892662174	PLA2G5	Intron
chr1	20651514	20652355	7.05328024641533	7.48421602853701	4.25015774564311	1.76092664706602	0.078250819114623	0.150993298995504	PINK1-AS	Promoter
chr1	20999944	21000287	36.0593847906177	-7.38352405878913	3.62090508189571	-2.0391376994957	NA	NA	MIR1256	Intron
chr1	21613048	21613791	13.4204660968763	-0.654258582728646	4.28959697483406	-0.152522156875578	0.878775116216442	1	LINC02596	Exon
chr1	22184667	22186087	21.5387916272872	-8.5991244364538	4.04548636765622	-2.12560954480135	NA	NA	LOC105376850	Exon
chr1	22331679	22332062	47.0267181787023	-8.07009463564302	4.24765667628469	-1.8998933413568	NA	NA	MIR4418	Intergenic
chr1	22678135	22678527	92.2605292488742	-4.10888164367766	4.08920027433801	-1.00481301184077	NA	NA	C1QB	Intergenic
chr1	22801450	22801964	53.3909688374336	7.99869421479951	2.74288314605101	2.91616295295532	0.00354365367795818	0.039791388287434	MIR4253	Intron
chr1	24125027	24125443	101.789080467091	9.51801319495091	2.91220410445694	3.268319408102	0.00108188195507828	0.0372618780973083	MYOM3	Intron
chr1	26857518	26857724	77.142440487816	1.30743177481624	2.89573226599414	0.451502989475232	NA	NA	SFN	UTR
chr1	26907107	26907807	47.3194343843064	8.92489656879859	4.19821352261851	2.12587962015614	NA	NA	NR0B2	Intron
chr1	27199517	27200557	128.878925030463	7.65123902216295	2.84233370490063	2.69188625141763	NA	NA	SLC9A1	Intergenic
chr1	27914198	27914539	101.178840605929	7.8520175125601	3.34590822574734	2.34675220681114	NA	NA	RPA2	Promoter
chr1	27917456	27918507	63.5145179010201	2.29625757530847	3.26537213452323	0.703214666111473	NA	NA	NA	NA
chr1	28684066	28684738	30.9588139152707	-18.8992258194881	4.07498375755494	-4.6378653128247	NA	NA	LOC124904809	Intron
chr1	28729121	28729671	26.803315585117	-5.85177705402458	3.55236891450932	-1.64728866704231	NA	NA	YTHDF2	Intergenic
chr1	29195945	29196739	5.09061070310866	1.26927944915323	4.40735632392358	0.28799111210125	0.773353542108619	NA	SRSF4	UTR
chr1	29340374	29341286	21.7111539255346	-7.82503932205987	3.74680910105346	-2.08845423159129	0.0367568798593848	0.0854299551844056	LINC01756	Intron
chr1	30165602	30165900	115.98454353204	10.1851437092098	3.61825239419341	2.81493455944504	NA	NA	LOC105378618	Intergenic
chr1	30267297	30267746	26.3253824311582	-4.87070245709964	3.90151531843623	-1.24841300355367	NA	NA	NA	NA
chr1	30303602	30304093	59.8536844794444	1.33118221489812	3.21353525131436	0.414242294169221	NA	NA	NA	NA
chr1	30610767	30611341	32.6554652578533	9.69134666054438	3.98410820839303	2.43250086434107	0.0149949557237513	0.0556690979462002	LOC124903888	Intergenic
chr1	30716746	30717356	53.8641549580749	1.18388412897948	3.51166383269475	0.337129117530309	NA	NA	MATN1-AS1	Promoter
chr1	31043789	31044485	62.7206463338841	22.9962124454748	3.76037921723326	6.11539717592486	NA	NA	PUM1	Intron
chr1	31572581	31572987	35.4277356529054	1.70348626512693	4.08348525760482	0.417164788817216	NA	NA	TINAGL1	Intron
chr1	31799680	31800457	26.4010135078168	-5.12867910656899	4.07245550407435	-1.25935792335556	NA	NA	LOC124903930	UTR
chr1	32767616	32769189	49.6774987075467	-1.50247427103231	3.55840428735971	-0.422232593516553	0.672855253331777	1	NHSL3	Exon
chr1	32972009	32972469	31.5740825063235	0	3.82917879255709	0	1	1	RNF19B	Intergenic
chr1	33110064	33110457	5.21604553700247	1.32907400677951	4.09885219126021	0.324255168218419	0.745744858111745	NA	AZIN2	Intron
chr1	33866939	33867523	17.5647222540407	-7.50788070171175	3.60137337877516	-2.08472710604231	0.037094078725764	0.0859870814101853	NA	NA
chr1	33899965	33900758	49.6012549988378	23.1178597695499	4.24748590028874	5.44271607069452	NA	NA	CSMD2-AS1	Intron
chr1	33905561	33906270	71.2899064086352	10.0118210460813	4.06946772862352	2.46022863768175	NA	NA	NA	NA
chr1	34977139	34978018	12.7620685285124	2.83349974836991	3.41480723317175	0.82976857986156	NA	NA	GPR199P	UTR
chr1	35638325	35638642	64.5720069784312	9.71317927029088	3.68617264216805	2.63503102355455	0.00841295934129141	0.0484004821363185	PSMB2	Promoter
chr1	36021800	36022137	14.3012185181802	-19.0018537899258	4.16881470378757	-4.55809507979852	NA	NA	LOC105378647	Intron
chr1	36964730	36965113	40.855026789137	9.05052180153772	3.36622668964577	2.68862516876132	0.00717469317567422	0.0475345008264353	GRIK3	Intron
chr1	36988204	36988416	63.8718053049168	-0.599097568303576	2.71528034905887	-0.220639304707974	NA	NA	NA	NA
chr1	37265855	37266425	138.500052699712	7.80682660373494	3.2424894591016	2.40766445109678	NA	NA	MIR4255	Intron
chr1	37561676	37562543	5.10961668828025	-0.267219492333554	4.09682562785461	-0.0652259863140646	0.947994071093261	NA	DNALI1	Exon
chr1	38448900	38449922	122.131231222708	1.14887331353403	2.77502384327167	0.414004844073537	0.678870559253207	1	LINC01685	Intron
chr1	38859510	38860312	31.1085369370621	-4.36055182879675	2.69630542003569	-1.61723215641462	NA	NA	LOC105378662	Promoter
chr1	39640581	39641020	48.4817810149344	-21.264753183055	4.24832570283531	-5.00544324293756	NA	NA	HEYL	Promoter
chr1	40455455	40456124	8.23828520347314	1.62571697581677	4.09316063723369	0.397178884461151	NA	NA	ZFP69B	Intron
chr1	40654524	40654753	109.066702570332	-1.14264624694518	2.8213708422816	-0.404996829846422	NA	NA	LOC105378675	Intron
chr1	40705840	40706587	36.5891565027217	-8.85591986508038	3.74673221935912	-2.36363832443707	NA	NA	RIMS3	Intron
chr1	40902088	40902681	42.4283345620175	-0.704588324742328	3.77384658875116	-0.186702958949767	NA	NA	NA	NA
chr1	40915188	40915918	85.2755896940705	-8.00536425152402	3.32841409047289	-2.40515874345029	NA	NA	LOC124904157	Intergenic
chr1	42396394	42396803	29.2540799259408	-9.01702524769802	4.24774815884029	-2.12277774258628	NA	NA	RIMKLA	UTR
chr1	42750399	42750898	40.7982248917898	-1.10070071495392	3.48908127079581	-0.31547007063635	NA	NA	CLDN19	Intron
chr1	42822566	42822794	39.4641488117771	2.14304931713329	3.44592576569004	0.621908149754975	NA	NA	SVBP	Intron
chr1	43946698	43946926	3.81974950549852	0.509134057416751	2.33832480309037	0.217734532321545	0.82763595620773	NA	IPO13	Promoter
chr1	44139452	44139696	42.9327490091507	5.07602611202027	4.09217846960208	1.24042148936722	NA	NA	KLF18	Promoter
chr1	44429426	44429887	17.8504245059418	1.26927068087356	4.26339861976971	0.297713348920239	0.765921954215305	1	RNF220	Intron
chr1	45016761	45017474	66.3210032351093	23.3331345310738	4.24737129469216	5.49354716415603	NA	NA	HECTD3	UTR
chr1	46845974	46846423	10.9608659064848	0	4.40735632388263	0	NA	NA	CYP4B1	Intron
chr1	47225841	47226541	17.5477353474213	-8.49119925069324	4.24805354715025	-1.99884468414703	0.0456251613480859	0.0970836766584842	TAL1	UTR
chr1	47349207	47349646	43.1540013291899	0.207713387845963	4.28262564958252	0.0485014112466755	NA	NA	CMPK1	Intron
chr1	48200733	48200986	56.4658761615459	0.569505457029033	3.10107914713394	0.18364750785396	NA	NA	SKINT1L	Intron
chr1	48710041	48711029	51.526302063385	-1.76057923862101	3.337054935644	-0.527584733417414	0.597787591356748	0.941111545852178	BEND5	Intron
chr1	49318639	49319111	19.6703871216954	0.148050297924162	4.0846318631075	0.0362456894246348	NA	NA	AGBL4-AS1	Intron
chr1	50165795	50166387	6.76504992681014	5.88967098180643	4.25187499594708	1.38519382329455	NA	NA	ELAVL4-AS1	Intron
chr1	51417218	51417819	45.2917902639659	0.307536015049847	3.40117235725738	0.0904205911216556	0.927952994366145	1	TTC39A	Intron
chr1	51502193	51502590	4.30462644343957	-0.654288516742572	4.40735632388375	-0.1484537370389	0.881984693816663	NA	EPS15-AS1	Intron
chr1	51583654	51583961	58.2491295212607	6.7014533631132	2.77676690610635	2.4134014808287	NA	NA	OSBPL9	Exon
chr1	51862844	51863344	16.2701798448111	1.62036904782432	4.08690792221039	0.396477992327252	NA	NA	NRDC	Intron
chr1	51952902	51953450	38.6489258272578	-4.02883529845585	3.61155590324819	-1.11554006261743	NA	NA	RAB3B	Intron
chr1	52248541	52248905	86.0258534745389	8.83311823678843	2.77082917872912	3.1878970759359	0.00143311538384219	0.0372618780973083	ZFYVE9	Intron
chr1	53143582	53143907	70.931403078025	-6.52931741078118	3.05392571185767	-2.13800793694142	NA	NA	SLC1A7	Promoter
chr1	53511564	53512196	96.1667558330387	-8.81978086467789	3.18285293935771	-2.77102996359539	0.00558792844410733	0.0469937533794141	DMRTB1	Intron
chr1	53680099	53681787	233.29691621553	-0.333767248583475	2.66359325804526	-0.125307138233417	0.900280401235375	1	NA	NA
chr1	53682310	53683444	42.899396438564	7.53829814293426	2.82784882141566	2.66573590704205	0.00768200132790954	0.0475635659068218	GLIS1	Intron
chr1	54277907	54278185	46.0375675140595	22.0786229153872	4.24782440607511	5.19763078808319	NA	NA	SSBP3-AS1	Intron
chr1	54891824	54892307	34.1925818626981	-7.91234117812193	3.89782944739609	-2.02993519467808	NA	NA	DHCR24-DT	Intron
chr1	56391216	56391965	49.8978829251413	9.13415969802588	3.63684730243441	2.51155985897778	0.0120198898970125	0.0523094634955363	LOC124904187	Intron
chr1	57174712	57175145	29.8951837992548	8.5440274705191	3.65410941063774	2.33819694770112	NA	NA	LOC105378747	Promoter
chr1	58745561	58745958	84.460394438936	1.52762253546757	4.00437000659958	0.381488856661574	NA	NA	LOC105378751	Intron
chr1	59223401	59223601	61.6347453175849	1.65502779483746	3.05239849097955	0.5422056784946	NA	NA	HSD52	Intron
chr1	59978934	59979475	58.6785331118157	9.78168666611008	3.68827786442172	2.65210133988746	NA	NA	CYP2J2	Intergenic
chr1	61562735	61563337	61.7406135228448	0.0398380151788739	3.5283788832759	0.011290741866669	NA	NA	MGC34796	Intron
chr1	61834633	61835254	25.2916717173186	17.6693938878798	3.75785682697567	4.7019869839214	NA	NA	PATJ	Intron
chr1	63285383	63286241	26.2387359940545	21.2874941459712	4.12266860863375	5.16352299124666	NA	NA	FOXD3	Intron
chr1	64003787	64004343	29.7375575085308	-9.25218208576914	4.24764370392987	-2.1781916588741	0.0293917708104853	0.0740672899453299	LOC105378772	Intron
chr1	64606896	64607199	30.4531477069265	1.18494281914946	3.43167095266747	0.345296164898442	NA	NA	MIR4794	Intron
chr1	67510739	67511060	44.9753373693797	-2.88752516192227	3.13130572743922	-0.922147312738985	NA	NA	LINC01702	Intergenic
chr1	67780477	67781015	20.2710645628588	18.4101891392621	4.2518576527308	4.32991662536914	NA	NA	LOC105378781	Intron
chr1	68934660	68935242	36.8450474864357	2.35616934773672	4.0842140906991	0.57689663064	NA	NA	LOC105378787	Intron
chr1	69997995	69998322	46.4226689194078	-1.38429140502289	3.78725256754425	-0.365513358387002	NA	NA	PIN1P1	Intron
chr1	70629235	70629636	59.9782666320324	8.95872614226484	4.24761548213795	2.10911891152531	NA	NA	LINC01788	Intergenic
chr1	73927389	73928026	49.180120538945	3.62432100624981	3.61226824942768	1.0033366173246	NA	NA	LRRIQ3	Intergenic
chr1	74703641	74704173	29.7067422449943	0.14147448500133	4.08321814328394	0.0346477900608926	NA	NA	TYW3	Intergenic
chr1	75322809	75323304	34.2528896309928	9.75242637664714	3.57188897981026	2.73032740708676	NA	NA	LHX8-AS1	Intron
chr1	75365596	75365951	21.1638514724302	19.86488466361	4.12194468026046	4.81929919116594	NA	NA	NA	NA
chr1	75399101	75399823	40.8637627534984	0	3.78803706945625	0	1	1	NA	NA
chr1	76188236	76188972	57.1624961196206	21.9517927262166	4.07542725778729	5.386378246421	NA	NA	ST6GALNAC3	Intron
chr1	76843455	76844034	43.7744617289732	18.594422286907	4.25471623093767	4.37030844776435	NA	NA	ST6GALNAC5	Intergenic
chr1	76997476	76997826	41.3763576692905	-8.05684346353666	4.24782691571293	-1.89669768175675	NA	NA	MIR7156	Intron
chr1	78060757	78061226	29.290667336275	-6.10065140541659	4.04262657667055	-1.50908111093481	NA	NA	GIPC2	Intron
chr1	79010909	79011578	57.5010654035131	1.87892369310125	2.72307294785773	0.690001233562038	0.490193411607038	0.812918611419501	LOC107984998	Intron
chr1	80030108	80030604	8.52195997771899	-7.43528995807504	4.24913221811017	-1.74983727886489	0.0801463960122111	0.152753458248222	LINC01781	Intron
chr1	80697636	80698190	31.2520456938637	0	3.82838735540158	0	1	1	NA	NA
chr1	80842168	80842558	15.5251687104131	21.0504713650767	4.2486455831208	4.95463105906196	NA	NA	NA	NA
chr1	81002773	81003107	27.2017944305747	8.45685297271523	3.47915553535253	2.43072000857194	0.0150688543276581	0.0556690979462002	LOC105378813	Intergenic
chr1	82591028	82591456	103.807443391518	-7.51990476556978	3.24014217024013	-2.32085642248608	NA	NA	LOC105378814	Intron
chr1	83330409	83330686	38.1107726498195	0.29397568802545	4.08259737446972	0.0720070242203676	NA	NA	LINC01712	Intron
chr1	84259790	84260164	22.8971472679678	-0.864225210205395	3.33614141677044	-0.259049333418849	NA	NA	LOC124904808	Intron
chr1	85029329	85029790	51.3168531134834	-6.96077790001434	4.08185984422169	-1.70529566561872	NA	NA	MCOLN3	Exon
chr1	85607366	85607817	31.386243365517	-1.34956465707337	3.94039472828098	-0.342494787993518	NA	NA	LOC112268231	Intergenic
chr1	85776684	85777313	2.62648966775455	5.79749839880988	4.25707491156206	1.3618502185771	0.173245159364259	NA	ZNHIT6	Intron
chr1	86390100	86390554	25.6511284859606	9.34648043038468	4.24789487575496	2.20026170697635	0.0277883324746045	0.0721412976778033	ODF2L	Intron
chr1	86586686	86587069	50.3801694546885	-0.654267688473112	3.87349036824346	-0.168909078446943	0.865868158236457	1	CLCA4	Intron
chr1	86745571	86745855	19.2843324703335	-8.16076114204176	4.2483108825622	-1.92094255049431	NA	NA	SH3GLB1	UTR
chr1	88024941	88025492	57.974235177595	-0.793647584896571	3.33162736746138	-0.23821619207712	NA	NA	LOC105378836	Intron
chr1	88633253	88633678	8.08240880552294	-0.301042795824622	4.09084501058809	-0.0735893916893577	NA	NA	LOC105378838	Intron
chr1	89273039	89273797	16.459570106765	-6.71844659848967	4.25046940695383	-1.58063638512447	NA	NA	GBP5	Promoter
chr1	89472922	89473326	48.4043889197911	-5.88961884741333	3.84477315051166	-1.53185080545768	NA	NA	LRRC8B	Exon
chr1	89889412	89889811	18.2918199388367	21.0669169771511	4.24863752834587	4.95851124898225	NA	NA	LOC105378847	Intron
chr1	90225270	90225846	94.2525744355556	0.0853955279141609	3.52989406130973	0.0241920937090321	NA	NA	LOC105378849	Intron
chr1	90581194	90581580	201.828386066618	8.89166097007167	3.76958856057305	2.35878818793953	NA	NA	LOC105378851	Intron
chr1	90658845	90659510	24.9338548087046	6.25180103602561	4.13765498198857	1.51095271675382	NA	NA	SNORD3G	Promoter
chr1	92770281	92770689	7.63867446823876	-4.09406175065625	4.13676320510361	-0.98967756858921	NA	NA	EVI5	Intron
chr1	94058883	94059586	46.2618194077258	6.2538219209121	3.42994541755267	1.82330071169888	NA	NA	ABCA4	Exon
chr1	94683223	94683950	27.485361380045	-7.21721614422675	3.16166392791854	-2.28272716796252	0.0224464444324627	0.0661674543998784	MIR378G	Exon
chr1	94998672	94999175	64.1439488838828	9.70428933727333	3.37714191888265	2.87352132968225	NA	NA	ALG14-AS1	Intron
chr1	95279549	95280028	26.7327545510614	-5.13538992462723	3.53052111638333	-1.45456995025367	NA	NA	LOC105379825	Intron
chr1	95468831	95469268	21.6068024942328	19.7039096828545	4.25078153963534	4.63536163859054	NA	NA	LINC01761	Intergenic
chr1	95647224	95647920	9.44084689388007	6.5793380716954	4.25287846113607	1.54703176491384	NA	NA	LOC124904592	Intron
chr1	96023314	96023868	42.3217238066251	2.63215326865503	3.37547545007487	0.779787412939605	0.435516016427852	0.731353022181546	LINC02790	Intron
chr1	99112135	99112628	71.4520995209809	-1.52678821396137	4.0820308399463	-0.374026623958936	NA	NA	PLPPR5-AS1	Intron
chr1	99210876	99211220	66.8948507449015	0.232740218824732	3.80178012991978	0.0612187477632071	NA	NA	PLPPR5	Intron
chr1	100449356	100450074	43.9741523933099	0	4.24657736859964	0	NA	NA	LOC105379827	Intron
chr1	101430128	101430605	37.6422807787845	2.0152410488319	3.86218087051214	0.521788366831373	NA	NA	LINC01307	Intron
chr1	101571474	101571886	4.82428939881869	1.26923944618375	4.40735632388442	0.287982035694611	0.773360489865688	NA	LINC01709	Intergenic
chr1	102366439	102367078	8.6262435188481	-7.43706355989451	3.98410040329894	-1.86668577773201	0.0619454809926013	0.124157394161515	OLFM3	Intron
chr1	102635993	102637038	65.3240482586645	-13.804648649484	4.22710625805857	-3.26574441396328	NA	NA	LOC107985096	Intergenic
chr1	103525680	103526381	16.5782058017526	-5.93353400455892	3.67216387461814	-1.61581405600422	NA	NA	RNPC3-DT	Promoter
chr1	105107217	105107605	42.8119666081737	-5.68463781682588	3.0186329044009	-1.88318288339671	NA	NA	LOC105378880	Intergenic
chr1	105725774	105726279	45.4505646760176	4.9771345584686	3.16058856284514	1.57474927833955	NA	NA	LINC01676	Intergenic
chr1	106235750	106236125	32.1009592639786	1.42076529324119	3.00415757633553	0.472933012713082	NA	NA	LOC124904596	Intron
chr1	106668437	106668902	52.3688408872033	-2.51205812038552	3.49781750020786	-0.718178727230978	NA	NA	LOC124904233	Intron
chr1	109343929	109344283	16.6215215634282	1.2692709127827	4.27489826673417	0.296912542377848	0.766533280312212	1	MYBPHL	Intron
chr1	109360318	109360956	15.711110435359	-6.55176981527591	4.15811936544451	-1.57565698323225	NA	NA	SORT1	Intron
chr1	109636176	109636738	56.2165663931638	-8.62282702417779	3.96446871846016	-2.17502713138496	NA	NA	GNAT2	Intergenic
chr1	109724486	109724849	34.8062652522402	-1.55842618108146	3.91577453888106	-0.397986698571971	NA	NA	LOC124904258	Intron
chr1	110338779	110339848	109.656189765949	0.488952242076092	2.20371448537939	0.221876402465048	0.824410100803591	1	RBM15-AS1	Promoter
chr1	111755334	111755954	26.9092764344067	-5.45560224725271	2.91715458662428	-1.87017934266072	NA	NA	LOC101928718	Promoter
chr1	112302590	112303043	29.0966565870185	0	4.40735632387869	0	NA	NA	LINC02884	Intron
chr1	113290733	113291244	5.7918346281159	3.82961052838716	4.28613297881808	0.893488500546521	NA	NA	LOC643441	Intergenic
chr1	114067546	114067780	62.8191229622195	0.694374224904085	2.6128751080086	0.265751019930418	NA	NA	SYT6	Intergenic
chr1	115510584	115511028	44.5651890819394	-22.6654045031675	3.93246174114736	-5.7636681537185	NA	NA	LOC124904375	Intron
chr1	116172951	116173313	37.4460599190216	-23.199288507828	4.24768035109118	-5.46163707960472	NA	NA	LOC124904384	Intron
chr1	116921018	116921588	16.9686748992471	4.95954483352672	3.83696012427539	1.29257137757284	NA	NA	PTGFRN	Intron
chr1	118033829	118034167	18.4287613238011	-20.5452375743926	4.25142169943908	-4.83255697196618	NA	NA	WDR3	Intron
chr1	118386336	118387170	31.1692126706053	6.24531984681346	4.25146549958827	1.46898048388686	NA	NA	LOC105378930	Intergenic
chr1	118984275	118984701	71.7898542264502	0.920619252234186	3.11050543427302	0.29597095124489	0.76725226560178	1	TBX15	Intron
chr1	119214725	119215514	25.1734889698239	-6.18714937750117	3.91009396881651	-1.58235311653491	NA	NA	WARS2	Intron
chr1	145390044	145390407	0.869248188550794	-3.42321322914998	4.28046171834238	-0.799729901678838	0.423867304477338	NA	LOC105371288	Exon
chr1	146472955	146473489	40.9484747275092	-8.86066728141548	3.72633459818644	-2.37785068622873	NA	NA	HYDIN2	Promoter
chr1	147740236	147740830	21.4188285582174	-20.1038593220318	3.78112790745901	-5.31689480336621	NA	NA	GJA5	Intron
chr1	150319108	150319690	24.0967080645454	-0.619768374116145	3.91114716489552	-0.158462043995397	0.874092727234312	1	PRPF3	Promoter
chr1	150629267	150629781	101.234016421116	5.85061626988625	2.65650355564895	2.20237471824389	NA	NA	ENSA	Promoter
chr1	150991994	150992416	47.4208881077837	-8.72093181444109	4.08764203895666	-2.13348716236098	NA	NA	LOC105371438	Intron
chr1	152318854	152319170	44.7546197706652	-6.77918475850456	4.15318654841074	-1.6322851573086	NA	NA	FLG	Intron
chr1	152419669	152420114	54.9781914566842	3.15138921734573	4.08418496558708	0.771607859070783	NA	NA	CRNN	Intron
chr1	154675533	154676093	40.018040105969	-2.85119658306128	3.73831407208003	-0.762695837772361	NA	NA	LOC124904428	Intron
chr1	154831387	154831961	29.3714171249756	-9.22643903260828	3.73041142165318	-2.47330334103455	0.0133870460212894	0.0527900768789056	KCNN3	Intron
chr1	155281862	155282689	118.785925853643	-8.73660902611554	3.88962143470942	-2.24613350496106	NA	NA	FDPS	Exon
chr1	155688474	155689038	53.7822300657519	5.3126055959504	2.61901818128672	2.02847220913156	NA	NA	YY1AP1	Promoter
chr1	155859501	155860310	121.801401752657	1.18844865963922	2.45646712402677	0.483804015944268	0.628524964708865	0.977938676308283	SYT11	Promoter
chr1	156172161	156172742	43.2663171962295	-5.15044176938719	3.79494909267727	-1.35718336230794	NA	NA	SLC25A44	Intron
chr1	156978953	156979709	10.7636693768629	-17.4552123334846	4.13463291721808	-4.22170787176653	NA	NA	MIR765	Exon
chr1	157180328	157180744	50.0248284629963	-9.03878223350382	3.65194078597814	-2.47506264838926	0.0133212806107574	0.0527900768789056	LOC107985211	Intron
chr1	157389213	157390232	26.6899757877452	-1.90937050848368	3.35267623555758	-0.569506380673865	NA	NA	LOC101928202	Intergenic
chr1	157454546	157454907	29.2792512082003	-8.25733909907442	3.8102077792654	-2.16716241670852	0.0302224720015262	0.0754349697135798	FCRL5	Intergenic
chr1	157918376	157919495	105.772069556234	6.57175871760945	3.68922506400975	1.78133852057991	NA	NA	LOC105371458	Intergenic
chr1	157975768	157976704	8.25517589589305	0	4.40735632392314	0	1	1	LOC105371459	Promoter
chr1	158069531	158070036	69.7382446279008	1.54049343460649	2.85187394935828	0.540168837038933	0.589080601638976	0.930714504837987	KIRREL1-IT1	Intron
chr1	159049783	159050303	1.5487770804304	-3.66723621231891	4.27528099326212	-0.857776650961305	0.39101580508355	NA	PYDC5	Intron
chr1	160375361	160375918	20.0131023262527	6.04630441667735	2.84215535978757	2.12736590765723	NA	NA	NHLH1	Intergenic
chr1	160862975	160863410	33.2656788125767	-8.31408978754852	3.84622609466242	-2.16162273951767	NA	NA	CD244	Promoter
chr1	161235677	161235913	57.8746205584246	-6.49310611987019	3.02425604405844	-2.14700938851615	NA	NA	NR1I3	Promoter
chr1	161858875	161859146	17.4433676642546	-0.654251846146168	3.97044507282007	-0.164780480310605	0.869116768461277	1	ATF6	Intron
chr1	161968968	161969490	33.0284250274719	-7.40640105923214	3.5482509721408	-2.08733855563874	NA	NA	OLFML2B	Intron
chr1	162072919	162073344	8.4136652828749	-1.95157305726409	3.28664740699333	-0.593788385426295	NA	NA	NOS1AP	Intron
chr1	165961750	165962416	10.6308030932838	-18.0004237649483	4.27693507331375	-4.20872037016959	NA	NA	MIR3658	Intergenic
